"product","province","period","price","year"
"K",48,"2018-05-02",107.05,"2018-01-01"
"K",35,"2019-01-18",70.24,"2018-01-01"
"K",48,"2018-01-06",68.41,"2018-01-01"
"K",46,"2018-10-15",88.74,"2018-01-01"
"K",46,"2018-03-28",70.74,"2018-01-01"
"K",46,"2018-08-12",100.33,"2018-01-01"
"K",48,"2018-03-14",91.14,"2018-01-01"
"K",59,"2018-02-22",133.26,"2018-01-01"
"K",59,"2018-04-05",120.58,"2018-01-01"
"K",24,"2018-03-21",48.21,"2018-01-01"
"K",47,"2018-07-03",72.88,"2018-01-01"
"K",48,"2018-01-02",109.74,"2018-01-01"
"K",48,"2018-04-20",112.77,"2018-01-01"
"K",11,"2018-11-26",29.65,"2018-01-01"
"K",35,"2019-01-22",55.33,"2018-01-01"
"K",11,"2018-05-03",38.34,"2018-01-01"
"K",24,"2018-09-01",59.17,"2018-01-01"
"K",46,"2018-10-26",98.22,"2018-01-01"
"K",46,"2018-06-03",65.27,"2018-01-01"
"K",11,"2018-11-15",38.35,"2018-01-01"
"K",59,"2018-09-25",103.51,"2018-01-01"
"K",11,"2018-08-03",38.8,"2018-01-01"
"K",10,"2019-01-01",31.52,"2018-01-01"
"K",10,"2018-04-25",29.82,"2018-01-01"
"K",10,"2018-03-25",30.46,"2018-01-01"
"K",47,"2018-06-15",85.35,"2018-01-01"
"K",35,"2018-02-25",55.52,"2018-01-01"
"K",10,"2018-11-03",37.08,"2018-01-01"
"K",10,"2018-08-27",28.12,"2018-01-01"
"K",47,"2018-03-26",97.48,"2018-01-01"
"K",10,"2018-12-24",30.16,"2018-01-01"
"K",12,"2018-12-05",31.35,"2018-01-01"
"K",46,"2018-08-11",87.98,"2018-01-01"
"K",59,"2018-02-16",85.39,"2018-01-01"
"K",12,"2018-04-07",38.97,"2018-01-01"
"K",35,"2018-01-04",57.27,"2018-01-01"
"K",10,"2018-04-23",32.18,"2018-01-01"
"K",48,"2018-09-06",69.17,"2018-01-01"
"K",13,"2018-07-11",37.52,"2018-01-01"
"K",24,"2018-02-03",55.56,"2018-01-01"
"K",59,"2018-02-28",114.5,"2018-01-01"
"K",13,"2018-03-29",36.24,"2018-01-01"
"K",47,"2018-03-09",72.98,"2018-01-01"
"K",47,"2018-08-08",81.33,"2018-01-01"
"K",24,"2018-05-18",47.52,"2018-01-01"
"K",24,"2018-09-21",42.87,"2018-01-01"
"K",12,"2018-02-19",31.31,"2018-01-01"
"K",11,"2018-02-08",29.96,"2018-01-01"
"K",24,"2019-01-12",41.98,"2018-01-01"
"K",11,"2018-09-30",37.93,"2018-01-01"
"K",24,"2018-03-27",53.1,"2018-01-01"
"K",11,"2018-04-25",33.35,"2018-01-01"
"K",11,"2018-05-04",29.07,"2018-01-01"
"K",47,"2018-04-08",80.45,"2018-01-01"
"K",10,"2018-02-20",33.08,"2018-01-01"
"K",35,"2018-10-04",83,"2018-01-01"
"K",11,"2018-03-21",36.65,"2018-01-01"
"K",10,"2018-09-09",33.2,"2018-01-01"
"K",47,"2018-09-26",88.55,"2018-01-01"
"K",46,"2018-10-14",89.24,"2018-01-01"
"K",46,"2019-01-11",93.76,"2018-01-01"
"K",46,"2019-01-01",100.47,"2018-01-01"
"K",35,"2018-02-05",86.53,"2018-01-01"
"K",11,"2018-05-03",38.64,"2018-01-01"
"K",24,"2018-12-21",57.36,"2018-01-01"
"K",48,"2018-11-18",90.95,"2018-01-01"
"K",13,"2019-01-17",34.49,"2018-01-01"
"K",13,"2018-11-17",42.32,"2018-01-01"
"K",13,"2018-07-19",31.03,"2018-01-01"
"K",12,"2018-01-18",40.6,"2018-01-01"
"K",48,"2018-11-18",81.36,"2018-01-01"
"K",12,"2018-01-08",40.12,"2018-01-01"
"K",13,"2018-07-07",40.14,"2018-01-01"
"K",47,"2018-01-15",99.69,"2018-01-01"
"K",59,"2018-10-24",78.86,"2018-01-01"
"K",47,"2018-02-21",86.72,"2018-01-01"
"K",12,"2018-09-25",31.06,"2018-01-01"
"K",11,"2018-04-02",33.19,"2018-01-01"
"K",13,"2019-01-14",42.14,"2018-01-01"
"K",13,"2018-03-25",36.49,"2018-01-01"
"K",12,"2018-01-05",32.6,"2018-01-01"
"K",24,"2018-06-11",63.61,"2018-01-01"
"K",10,"2018-07-05",33.43,"2018-01-01"
"K",46,"2018-07-18",69.08,"2018-01-01"
"K",10,"2019-01-13",37.15,"2018-01-01"
"K",12,"2018-09-09",38.09,"2018-01-01"
"K",24,"2018-06-24",58.49,"2018-01-01"
"K",46,"2018-05-14",69.34,"2018-01-01"
"K",48,"2019-01-14",91.2,"2018-01-01"
"K",12,"2018-03-21",31.4,"2018-01-01"
"K",35,"2018-06-23",79.94,"2018-01-01"
"K",24,"2018-09-25",65.55,"2018-01-01"
"K",46,"2019-01-11",72.56,"2018-01-01"
"K",47,"2018-10-08",68.13,"2018-01-01"
"K",13,"2018-06-23",36.92,"2018-01-01"
"K",24,"2018-06-21",55.7,"2018-01-01"
"K",46,"2018-11-24",93.42,"2018-01-01"
"K",11,"2018-02-01",32.44,"2018-01-01"
"K",11,"2019-01-05",38.57,"2018-01-01"
"K",11,"2018-01-02",29.02,"2018-01-01"
"K",47,"2018-09-22",71.57,"2018-01-01"
"K",47,"2018-03-10",70.53,"2018-01-01"
"K",13,"2018-11-22",41.66,"2018-01-01"
"K",11,"2018-06-18",33.96,"2018-01-01"
"K",12,"2018-06-13",34.83,"2018-01-01"
"K",48,"2018-01-04",103.02,"2018-01-01"
"K",46,"2018-08-04",79.23,"2018-01-01"
"K",24,"2018-07-30",54.94,"2018-01-01"
"K",47,"2018-01-05",67.35,"2018-01-01"
"K",11,"2018-11-19",36.3,"2018-01-01"
"K",11,"2018-03-14",30.58,"2018-01-01"
"K",47,"2018-02-16",85.99,"2018-01-01"
"K",46,"2018-06-24",70.83,"2018-01-01"
"K",46,"2018-08-15",82.95,"2018-01-01"
"K",11,"2019-01-29",32.51,"2018-01-01"
"K",12,"2018-05-01",41.29,"2018-01-01"
"K",47,"2018-10-29",107.52,"2018-01-01"
"K",47,"2018-02-13",94.86,"2018-01-01"
"K",11,"2018-03-06",34.45,"2018-01-01"
"K",10,"2018-12-09",33.1,"2018-01-01"
"K",35,"2018-05-04",86.28,"2018-01-01"
"K",59,"2019-01-08",120.85,"2018-01-01"
"K",11,"2018-08-17",31.79,"2018-01-01"
"K",48,"2018-04-06",66.75,"2018-01-01"
"K",48,"2018-07-10",74.06,"2018-01-01"
"K",11,"2018-12-14",39.01,"2018-01-01"
"K",35,"2018-12-11",55.29,"2018-01-01"
"K",11,"2018-10-15",31.49,"2018-01-01"
"K",24,"2018-08-07",59.15,"2018-01-01"
"K",13,"2018-06-13",40.41,"2018-01-01"
"K",24,"2018-02-24",42.42,"2018-01-01"
"K",12,"2018-12-18",35.53,"2018-01-01"
"K",10,"2018-04-13",28.7,"2018-01-01"
"K",10,"2018-11-28",28.91,"2018-01-01"
"K",11,"2018-03-22",33.59,"2018-01-01"
"K",13,"2018-05-16",33.98,"2018-01-01"
"K",47,"2018-07-03",86.56,"2018-01-01"
"K",47,"2018-02-06",81.57,"2018-01-01"
"K",11,"2018-07-16",31.12,"2018-01-01"
"K",11,"2018-10-12",35.1,"2018-01-01"
"K",35,"2018-03-20",62.6,"2018-01-01"
"K",13,"2018-02-24",32.1,"2018-01-01"
"K",46,"2018-09-18",84,"2018-01-01"
"K",47,"2018-06-05",97.24,"2018-01-01"
"K",47,"2018-09-13",66.42,"2018-01-01"
"K",35,"2018-08-18",76.35,"2018-01-01"
"K",11,"2018-12-06",39.14,"2018-01-01"
"K",48,"2018-07-16",71.66,"2018-01-01"
"K",24,"2018-04-17",54.28,"2018-01-01"
"K",13,"2018-05-12",32.42,"2018-01-01"
"K",12,"2018-10-25",32.09,"2018-01-01"
"K",59,"2018-09-03",103.59,"2018-01-01"
"K",11,"2018-01-23",34.97,"2018-01-01"
"K",12,"2018-12-14",37.59,"2018-01-01"
"K",12,"2018-01-14",31.68,"2018-01-01"
"K",11,"2018-03-01",38.26,"2018-01-01"
"K",24,"2018-08-13",42.83,"2018-01-01"
"K",35,"2018-11-11",52.95,"2018-01-01"
"K",12,"2018-09-01",39.74,"2018-01-01"
"K",10,"2018-01-16",32.33,"2018-01-01"
"K",46,"2018-06-12",83.36,"2018-01-01"
"K",35,"2018-09-02",80.11,"2018-01-01"
"K",46,"2018-03-04",79.07,"2018-01-01"
"K",12,"2018-04-17",36.24,"2018-01-01"
"K",12,"2018-12-21",40.24,"2018-01-01"
"K",35,"2018-11-20",70.19,"2018-01-01"
"K",24,"2018-06-19",43.14,"2018-01-01"
"K",11,"2018-05-24",34.63,"2018-01-01"
"K",24,"2018-10-06",52.74,"2018-01-01"
"K",46,"2019-01-28",74.45,"2018-01-01"
"K",12,"2018-10-22",39.37,"2018-01-01"
"K",35,"2018-12-06",67.47,"2018-01-01"
"K",24,"2018-04-06",49.43,"2018-01-01"
"K",12,"2018-09-03",40.68,"2018-01-01"
"K",12,"2018-08-12",36.74,"2018-01-01"
"K",11,"2018-10-10",34.56,"2018-01-01"
"K",12,"2018-09-03",41.31,"2018-01-01"
"K",35,"2018-12-07",78.94,"2018-01-01"
"K",12,"2018-08-28",30.05,"2018-01-01"
"K",35,"2019-01-31",85.17,"2018-01-01"
"K",59,"2018-11-28",85.26,"2018-01-01"
"K",13,"2018-11-10",35.05,"2018-01-01"
"K",11,"2018-11-21",29.62,"2018-01-01"
"K",24,"2018-11-18",47.68,"2018-01-01"
"K",48,"2018-09-11",101.67,"2018-01-01"
"K",35,"2018-12-05",69.35,"2018-01-01"
"K",10,"2018-11-28",28.3,"2018-01-01"
"K",13,"2018-09-02",41.68,"2018-01-01"
"K",59,"2018-10-30",108.05,"2018-01-01"
"K",24,"2018-01-31",47.68,"2018-01-01"
"K",48,"2018-01-25",109.4,"2018-01-01"
"K",24,"2018-03-26",50.3,"2018-01-01"
"K",59,"2019-01-14",110.61,"2018-01-01"
"K",47,"2018-01-23",77.96,"2018-01-01"
"K",10,"2018-05-24",30.91,"2018-01-01"
"K",47,"2018-11-05",107.34,"2018-01-01"
"K",12,"2018-10-26",30.25,"2018-01-01"
"K",13,"2018-08-10",39.51,"2018-01-01"
"K",47,"2018-11-16",75.54,"2018-01-01"
"K",13,"2018-02-12",32.18,"2018-01-01"
"K",24,"2018-10-05",63.55,"2018-01-01"
"K",46,"2018-07-15",87.96,"2018-01-01"
"K",59,"2018-09-09",85.59,"2018-01-01"
"K",10,"2018-06-06",37.58,"2018-01-01"
"K",46,"2018-04-10",87.68,"2018-01-01"
"K",47,"2018-11-29",92.28,"2018-01-01"
"K",12,"2018-12-02",37.58,"2018-01-01"
"K",13,"2018-09-06",36.4,"2018-01-01"
"K",24,"2018-04-17",50.11,"2018-01-01"
"K",12,"2019-01-17",30.45,"2018-01-01"
"K",12,"2018-04-21",31.37,"2018-01-01"
"K",11,"2018-09-15",37.92,"2018-01-01"
"K",11,"2018-08-11",33.45,"2018-01-01"
"K",11,"2018-05-26",29.1,"2018-01-01"
"K",10,"2018-03-24",33.11,"2018-01-01"
"K",46,"2018-09-07",86.56,"2018-01-01"
"K",13,"2018-11-17",40.35,"2018-01-01"
"K",59,"2018-07-02",116.66,"2018-01-01"
"K",47,"2018-12-07",73.33,"2018-01-01"
"K",13,"2018-05-01",32.66,"2018-01-01"
"K",13,"2018-12-07",41.21,"2018-01-01"
"K",47,"2018-09-16",84.4,"2018-01-01"
"K",48,"2018-07-29",81.35,"2018-01-01"
"K",47,"2018-08-28",109.92,"2018-01-01"
"K",13,"2018-04-27",34.23,"2018-01-01"
"K",47,"2018-02-03",97.89,"2018-01-01"
"K",24,"2018-05-25",62.86,"2018-01-01"
"K",13,"2018-02-10",42.54,"2018-01-01"
"K",13,"2018-03-15",34.8,"2018-01-01"
"K",48,"2018-12-30",113.03,"2018-01-01"
"K",12,"2018-02-07",30.44,"2018-01-01"
"K",35,"2018-02-01",83.4,"2018-01-01"
"K",13,"2018-04-29",33.81,"2018-01-01"
"K",24,"2018-01-02",58.93,"2018-01-01"
"K",59,"2018-10-31",120.94,"2018-01-01"
"K",46,"2018-01-08",65.12,"2018-01-01"
"K",46,"2018-09-02",68.6,"2018-01-01"
"K",12,"2018-06-26",34.69,"2018-01-01"
"K",47,"2018-11-16",66.93,"2018-01-01"
"K",47,"2018-10-28",104.24,"2018-01-01"
"K",11,"2018-01-21",33.53,"2018-01-01"
"K",46,"2018-08-06",80.39,"2018-01-01"
"K",59,"2018-07-26",95.84,"2018-01-01"
"K",47,"2018-03-14",70.07,"2018-01-01"
"K",12,"2018-11-04",40.69,"2018-01-01"
"K",13,"2018-10-29",39.59,"2018-01-01"
"K",10,"2018-03-27",29.47,"2018-01-01"
"K",35,"2018-04-02",77.09,"2018-01-01"
"K",24,"2018-05-01",64.05,"2018-01-01"
"K",11,"2018-03-02",31.09,"2018-01-01"
"K",24,"2018-04-08",63.37,"2018-01-01"
"K",12,"2018-10-30",36.15,"2018-01-01"
"K",11,"2018-06-15",30.77,"2018-01-01"
"K",47,"2018-01-13",85.9,"2018-01-01"
"K",24,"2019-01-07",43.59,"2018-01-01"
"K",48,"2018-08-01",88.7,"2018-01-01"
"K",48,"2019-01-08",90.99,"2018-01-01"
"K",24,"2018-02-03",55.56,"2018-01-01"
"K",35,"2019-01-16",75.4,"2018-01-01"
"K",11,"2018-06-25",33.46,"2018-01-01"
"K",48,"2018-02-19",77.28,"2018-01-01"
"K",11,"2018-03-27",38.29,"2018-01-01"
"K",11,"2018-02-26",29.08,"2018-01-01"
"K",48,"2018-07-22",72.65,"2018-01-01"
"K",13,"2018-08-08",36.97,"2018-01-01"
"K",10,"2018-05-05",28.05,"2018-01-01"
"K",12,"2018-08-20",33.8,"2018-01-01"
"K",48,"2018-05-02",107.05,"2018-01-01"
"K",46,"2019-01-04",97.52,"2018-01-01"
"K",46,"2018-11-04",88.76,"2018-01-01"
"K",46,"2018-11-21",87.1,"2018-01-01"
"K",59,"2018-07-02",109.32,"2018-01-01"
"K",59,"2018-09-15",115.07,"2018-01-01"
"K",10,"2018-02-09",32.13,"2018-01-01"
"K",12,"2019-01-21",32.67,"2018-01-01"
"K",24,"2018-09-25",45.52,"2018-01-01"
"K",12,"2018-04-30",34.66,"2018-01-01"
"K",10,"2018-08-11",31,"2018-01-01"
"K",12,"2019-01-03",41.54,"2018-01-01"
"K",12,"2018-05-24",40.58,"2018-01-01"
"K",12,"2018-09-07",36.77,"2018-01-01"
"K",11,"2018-11-23",35.95,"2018-01-01"
"K",35,"2018-09-16",71.09,"2018-01-01"
"K",11,"2018-07-20",31.85,"2018-01-01"
"K",11,"2018-11-29",31.89,"2018-01-01"
"K",35,"2018-12-14",58.96,"2018-01-01"
"K",48,"2018-02-06",109.78,"2018-01-01"
"K",10,"2018-10-29",29.25,"2018-01-01"
"K",11,"2018-10-07",32.36,"2018-01-01"
"K",48,"2018-03-27",69.09,"2018-01-01"
"K",35,"2018-02-09",54.98,"2018-01-01"
"K",47,"2018-08-13",76.18,"2018-01-01"
"K",24,"2018-02-06",58.97,"2018-01-01"
"K",46,"2019-01-28",98.31,"2018-01-01"
"K",46,"2019-01-19",68.73,"2018-01-01"
"K",12,"2019-01-14",34.89,"2018-01-01"
"K",10,"2018-07-24",28.18,"2018-01-01"
"K",10,"2018-02-13",36.22,"2018-01-01"
"K",35,"2018-01-06",81.88,"2018-01-01"
"K",46,"2018-02-27",84.41,"2018-01-01"
"K",10,"2018-09-30",30.35,"2018-01-01"
"K",12,"2018-07-04",34.06,"2018-01-01"
"K",59,"2018-04-25",93.48,"2018-01-01"
"K",11,"2018-02-28",32.15,"2018-01-01"
"K",24,"2018-10-11",44.6,"2018-01-01"
"K",12,"2018-09-19",40.64,"2018-01-01"
"K",59,"2018-10-28",102.75,"2018-01-01"
"K",13,"2018-12-14",42.89,"2018-01-01"
"K",13,"2018-05-16",39.67,"2018-01-01"
"K",47,"2018-11-13",97.71,"2018-01-01"
"K",12,"2018-12-10",32.6,"2018-01-01"
"K",46,"2018-06-03",69.36,"2018-01-01"
"K",12,"2018-10-23",31.62,"2018-01-01"
"K",12,"2019-01-22",41.79,"2018-01-01"
"K",35,"2018-11-23",57.59,"2018-01-01"
"K",35,"2018-08-29",75.26,"2018-01-01"
"K",48,"2018-01-29",86.29,"2018-01-01"
"K",48,"2018-10-07",74.37,"2018-01-01"
"K",59,"2018-01-23",97.36,"2018-01-01"
"K",48,"2018-09-18",107.99,"2018-01-01"
"K",11,"2018-10-01",30.2,"2018-01-01"
"K",48,"2019-01-01",105.76,"2018-01-01"
"K",24,"2018-11-03",60.58,"2018-01-01"
"K",47,"2018-01-15",90.4,"2018-01-01"
"K",48,"2018-10-19",89.59,"2018-01-01"
"K",35,"2018-09-08",78.36,"2018-01-01"
"K",10,"2018-06-10",33.11,"2018-01-01"
"K",48,"2018-11-27",92.39,"2018-01-01"
"K",48,"2018-08-22",76.75,"2018-01-01"
"K",13,"2019-01-18",41.25,"2018-01-01"
"K",59,"2018-08-02",101.36,"2018-01-01"
"K",35,"2018-12-02",86.83,"2018-01-01"
"K",10,"2018-11-23",36.94,"2018-01-01"
"K",11,"2018-03-24",35.01,"2018-01-01"
"K",24,"2018-04-25",57.12,"2018-01-01"
"K",10,"2018-08-21",33.08,"2018-01-01"
"K",47,"2018-02-12",89.14,"2018-01-01"
"K",47,"2018-02-26",97.92,"2018-01-01"
"K",24,"2019-01-03",63.08,"2018-01-01"
"K",10,"2018-08-28",29.51,"2018-01-01"
"K",11,"2019-01-12",39.04,"2018-01-01"
"K",13,"2018-10-22",32.68,"2018-01-01"
"K",35,"2018-10-07",87.17,"2018-01-01"
"K",48,"2018-09-14",108.09,"2018-01-01"
"K",46,"2019-01-30",75.11,"2018-01-01"
"K",13,"2018-06-24",40.43,"2018-01-01"
"K",46,"2018-08-17",85.42,"2018-01-01"
"K",48,"2018-01-11",70.57,"2018-01-01"
"K",48,"2018-08-30",107.24,"2018-01-01"
"K",13,"2018-01-30",36.44,"2018-01-01"
"K",46,"2018-04-01",75.35,"2018-01-01"
"K",47,"2018-03-27",107.54,"2018-01-01"
"K",46,"2018-07-22",73.72,"2018-01-01"
"K",11,"2018-07-11",35,"2018-01-01"
"K",47,"2018-11-07",78.25,"2018-01-01"
"K",59,"2018-01-05",83.4,"2018-01-01"
"K",10,"2018-03-21",32,"2018-01-01"
"K",10,"2018-03-10",28.44,"2018-01-01"
"K",24,"2018-01-03",63.7,"2018-01-01"
"K",24,"2018-12-13",58.5,"2018-01-01"
"K",59,"2018-03-19",87.51,"2018-01-01"
"K",24,"2018-08-31",63.51,"2018-01-01"
"K",13,"2018-05-26",32.62,"2018-01-01"
"K",24,"2019-01-29",60.59,"2018-01-01"
"K",47,"2018-05-21",111.18,"2018-01-01"
"K",47,"2019-01-22",73.75,"2018-01-01"
"K",12,"2018-09-29",30.65,"2018-01-01"
"K",11,"2018-12-13",34.14,"2018-01-01"
"K",35,"2018-01-16",70.85,"2018-01-01"
"K",59,"2018-06-18",111.12,"2018-01-01"
"K",59,"2018-10-05",114.72,"2018-01-01"
"K",59,"2019-01-23",102.4,"2018-01-01"
"K",35,"2018-05-13",58.9,"2018-01-01"
"K",11,"2018-08-13",32.64,"2018-01-01"
"K",59,"2018-09-01",91.16,"2018-01-01"
"K",11,"2018-03-28",37.75,"2018-01-01"
"K",48,"2018-01-25",86.08,"2018-01-01"
"K",12,"2018-04-03",38.99,"2018-01-01"
"K",35,"2018-01-12",64.32,"2018-01-01"
"K",35,"2018-08-08",78.33,"2018-01-01"
"K",13,"2018-09-13",31.57,"2018-01-01"
"K",10,"2018-12-12",34.65,"2018-01-01"
"K",10,"2018-09-06",33.31,"2018-01-01"
"K",13,"2018-05-03",32.99,"2018-01-01"
"K",35,"2018-04-14",68.58,"2018-01-01"
"K",46,"2018-08-06",74.28,"2018-01-01"
"K",10,"2018-01-24",31.73,"2018-01-01"
"K",46,"2018-04-23",108.27,"2018-01-01"
"K",11,"2018-06-26",35.8,"2018-01-01"
"K",12,"2018-06-28",36.09,"2018-01-01"
"K",13,"2018-12-15",37.68,"2018-01-01"
"K",24,"2018-02-19",48.39,"2018-01-01"
"K",12,"2018-06-23",38.65,"2018-01-01"
"K",47,"2018-08-30",65.87,"2018-01-01"
"K",46,"2018-03-03",71.58,"2018-01-01"
"K",12,"2018-11-04",40.89,"2018-01-01"
"K",35,"2018-04-24",87,"2018-01-01"
"K",10,"2018-05-22",28.39,"2018-01-01"
"K",48,"2018-03-05",100.39,"2018-01-01"
"K",11,"2018-09-28",29.18,"2018-01-01"
"K",13,"2018-11-27",42.09,"2018-01-01"
"K",35,"2019-01-17",71.43,"2018-01-01"
"K",35,"2018-09-12",68.63,"2018-01-01"
"K",11,"2018-05-31",31.48,"2018-01-01"
"K",11,"2018-07-18",33.84,"2018-01-01"
"K",59,"2018-01-16",130.43,"2018-01-01"
"K",11,"2018-08-10",32.73,"2018-01-01"
"K",48,"2018-08-15",76.19,"2018-01-01"
"K",46,"2018-12-14",90.16,"2018-01-01"
"K",12,"2018-01-06",30.94,"2018-01-01"
"K",11,"2018-03-26",36.24,"2018-01-01"
"K",12,"2018-11-26",30.28,"2018-01-01"
"K",47,"2018-07-17",96.41,"2018-01-01"
"K",35,"2018-08-01",77.21,"2018-01-01"
"K",35,"2019-01-30",85.6,"2018-01-01"
"K",59,"2018-03-16",90.03,"2018-01-01"
"K",12,"2018-06-26",36.03,"2018-01-01"
"K",24,"2018-10-13",60.49,"2018-01-01"
"K",12,"2018-07-08",41.59,"2018-01-01"
"K",10,"2018-01-20",28.9,"2018-01-01"
"K",46,"2018-01-04",72.19,"2018-01-01"
"K",13,"2018-07-12",37.52,"2018-01-01"
"K",47,"2018-01-05",94.74,"2018-01-01"
"K",10,"2018-11-12",32.17,"2018-01-01"
"K",10,"2018-02-13",29.36,"2018-01-01"
"K",59,"2018-10-24",97.64,"2018-01-01"
"K",13,"2018-01-05",33.71,"2018-01-01"
"K",10,"2018-02-09",28.02,"2018-01-01"
"K",47,"2018-09-23",71.57,"2018-01-01"
"K",11,"2018-01-27",29.95,"2018-01-01"
"K",47,"2018-11-26",103.89,"2018-01-01"
"K",11,"2018-12-27",29.31,"2018-01-01"
"K",35,"2019-01-17",80.24,"2018-01-01"
"K",10,"2018-05-15",33.17,"2018-01-01"
"K",24,"2019-01-29",53.81,"2018-01-01"
"K",47,"2018-05-02",99,"2018-01-01"
"K",12,"2018-12-13",36.38,"2018-01-01"
"K",59,"2018-12-15",106.69,"2018-01-01"
"K",46,"2018-06-16",89.12,"2018-01-01"
"K",59,"2018-11-06",115.12,"2018-01-01"
"K",13,"2019-01-27",33.26,"2018-01-01"
"K",35,"2018-02-19",67.18,"2018-01-01"
"K",12,"2018-01-11",41.18,"2018-01-01"
"K",12,"2018-07-15",40.63,"2018-01-01"
"K",11,"2018-12-31",35.3,"2018-01-01"
"K",46,"2018-07-01",88.18,"2018-01-01"
"K",12,"2018-02-02",32.96,"2018-01-01"
"K",10,"2018-12-31",37.51,"2018-01-01"
"K",13,"2018-04-03",40.3,"2018-01-01"
"K",48,"2018-09-02",99.82,"2018-01-01"
"K",10,"2018-12-10",37.09,"2018-01-01"
"K",59,"2018-01-29",95.62,"2018-01-01"
"K",24,"2018-02-25",43.32,"2018-01-01"
"K",10,"2018-08-25",28.46,"2018-01-01"
"K",13,"2018-12-10",42.34,"2018-01-01"
"K",59,"2018-09-15",91.13,"2018-01-01"
"K",11,"2018-12-10",36.84,"2018-01-01"
"K",59,"2018-04-01",120.73,"2018-01-01"
"K",13,"2019-01-22",37.04,"2018-01-01"
"K",59,"2019-01-09",83.09,"2018-01-01"
"K",46,"2018-12-20",82.98,"2018-01-01"
"K",47,"2018-07-19",105.34,"2018-01-01"
"K",46,"2019-01-19",75.64,"2018-01-01"
"K",46,"2018-07-17",85.12,"2018-01-01"
"K",10,"2018-07-08",36.85,"2018-01-01"
"K",24,"2018-09-22",50.48,"2018-01-01"
"K",10,"2018-12-08",30.04,"2018-01-01"
"K",47,"2018-12-13",78.29,"2018-01-01"
"K",47,"2018-01-05",79.76,"2018-01-01"
"K",47,"2018-02-16",70.05,"2018-01-01"
"K",13,"2018-05-15",36.38,"2018-01-01"
"K",24,"2018-03-11",63.77,"2018-01-01"
"K",13,"2018-04-12",39.39,"2018-01-01"
"K",35,"2018-07-19",59.2,"2018-01-01"
"K",10,"2018-08-30",34.76,"2018-01-01"
"K",12,"2019-01-29",41.12,"2018-01-01"
"K",13,"2018-01-19",37.4,"2018-01-01"
"K",35,"2019-01-31",58.16,"2018-01-01"
"K",11,"2018-04-19",39.52,"2018-01-01"
"K",24,"2019-01-03",52.81,"2018-01-01"
"K",35,"2018-12-29",69.63,"2018-01-01"
"K",59,"2018-12-16",107.72,"2018-01-01"
"K",13,"2018-10-22",38.41,"2018-01-01"
"K",59,"2018-06-02",114.59,"2018-01-01"
"K",59,"2018-05-15",102.15,"2018-01-01"
"K",47,"2018-06-30",73.09,"2018-01-01"
"K",35,"2018-10-19",65.16,"2018-01-01"
"K",59,"2018-11-28",79.5,"2018-01-01"
"K",11,"2018-10-31",30.43,"2018-01-01"
"K",46,"2018-04-04",101.83,"2018-01-01"
"K",24,"2018-09-02",42.7,"2018-01-01"
"K",11,"2018-05-29",32.38,"2018-01-01"
"K",12,"2018-04-20",36.24,"2018-01-01"
"K",24,"2018-04-07",62.33,"2018-01-01"
"K",24,"2018-02-26",43.03,"2018-01-01"
"K",35,"2018-11-28",71.82,"2018-01-01"
"K",46,"2018-11-09",87.08,"2018-01-01"
"K",46,"2018-05-11",89.08,"2018-01-01"
"K",13,"2018-04-17",39.07,"2018-01-01"
"K",47,"2018-04-12",86.04,"2018-01-01"
"K",59,"2019-01-17",123.82,"2018-01-01"
"K",47,"2018-08-26",84.38,"2018-01-01"
"K",13,"2018-09-11",42.59,"2018-01-01"
"K",35,"2018-11-19",73.22,"2018-01-01"
"K",46,"2018-04-09",93.28,"2018-01-01"
"K",48,"2018-02-02",90.66,"2018-01-01"
"K",59,"2019-01-23",93.65,"2018-01-01"
"K",48,"2018-02-11",78.77,"2018-01-01"
"K",24,"2018-12-25",64,"2018-01-01"
"K",48,"2018-03-30",81.13,"2018-01-01"
"K",35,"2018-02-01",86.92,"2018-01-01"
"K",11,"2018-01-09",29.33,"2018-01-01"
"K",12,"2018-10-30",30.65,"2018-01-01"
"K",24,"2018-02-17",47.41,"2018-01-01"
"K",48,"2018-12-12",101.77,"2018-01-01"
"K",12,"2018-12-07",35.52,"2018-01-01"
"K",12,"2018-08-11",31.04,"2018-01-01"
"K",13,"2018-11-09",32.2,"2018-01-01"
"K",48,"2018-08-20",67.88,"2018-01-01"
"K",11,"2018-03-11",37.82,"2018-01-01"
"K",12,"2018-01-08",35.89,"2018-01-01"
"K",11,"2018-04-08",38.68,"2018-01-01"
"K",24,"2018-01-01",50.21,"2018-01-01"
"K",11,"2018-01-30",34.84,"2018-01-01"
"K",13,"2018-04-23",34.35,"2018-01-01"
"K",47,"2018-11-26",107.36,"2018-01-01"
"K",59,"2018-01-21",102.47,"2018-01-01"
"K",24,"2018-02-15",43.59,"2018-01-01"
"K",46,"2018-02-11",106.07,"2018-01-01"
"K",10,"2018-05-27",28.03,"2018-01-01"
"K",24,"2018-01-13",57.72,"2018-01-01"
"K",59,"2018-04-28",131.72,"2018-01-01"
"K",12,"2018-09-16",32.52,"2018-01-01"
"K",48,"2019-01-03",71.83,"2018-01-01"
"K",47,"2018-05-02",107.23,"2018-01-01"
"K",11,"2018-08-17",34.55,"2018-01-01"
"K",13,"2019-01-05",32.84,"2018-01-01"
"K",12,"2018-05-28",39.02,"2018-01-01"
