"product","province","period","price1","price2","price3","year"
"F","10",2018-11-01,85.3,86.35,93.68,2018-01-01
"G","10",2018-11-01,229.09,222.4,225.36,2018-01-01
"H","10",2018-11-01,115.49,108.25,109.45,2018-01-01
"J","10",2018-11-01,117.3,112.09,123.3,2018-01-01
"A","11",2018-11-01,77.31,72.73,73.15,2018-01-01
"B","11",2018-11-01,69.7,69.18,76.51,2018-01-01
"C","11",2018-11-01,79.86,86.78,NA,2018-01-01
"D","11",2018-11-01,70.77,67.72,61.92,2018-01-01
"E","11",2018-11-01,108.34,113.9,103.41,2018-01-01
"F","11",2018-11-01,108.64,110.33,111.84,2018-01-01
"G","11",2018-11-01,101.51,107.88,96.54,2018-01-01
"H","11",2018-11-01,74.03,76.81,70.06,2018-01-01
"J","11",2018-11-01,132.88,128.05,135.61,2018-01-01
"A","12",2018-11-01,56.38,54.72,51.06,2018-01-01
"B","12",2018-11-01,147.56,151.47,154.51,2018-01-01
"C","12",2018-11-01,68.59,68.34,NA,2018-01-01
"D","12",2018-11-01,55.49,53.11,55.59,2018-01-01
"E","12",2018-11-01,75.27,79.66,76.16,2018-01-01
"F","12",2018-11-01,152.56,158.36,149.56,2018-01-01
"G","12",2018-11-01,106.54,107.66,111.28,2018-01-01
"H","12",2018-11-01,77.8,76.03,70.35,2018-01-01
"J","12",2018-11-01,162.26,170.48,155.33,2018-01-01
"A","13",2018-11-01,31.22,31.68,35.55,2018-01-01
"B","13",2018-11-01,62.36,56.63,67.29,2018-01-01
"C","13",2018-11-01,67.39,60.24,NA,2018-01-01
"D","13",2018-11-01,58.38,56.82,53.19,2018-01-01
"E","13",2018-11-01,127.5,133.98,128.53,2018-01-01
"F","13",2018-11-01,117.14,118.75,113.72,2018-01-01
"G","13",2018-11-01,72.9,67.75,67.64,2018-01-01
"H","13",2018-11-01,168.77,160.66,162.52,2018-01-01
"J","13",2018-11-01,67.73,68.43,69.86,2018-01-01
"A","24",2018-11-01,66.37,64.21,70.99,2018-01-01
"B","24",2018-11-01,68.79,76.09,74.23,2018-01-01
"C","24",2018-11-01,62.82,65.34,60.9,2018-01-01
"D","24",2018-11-01,65.67,58.44,60.29,2018-01-01
"E","24",2018-11-01,109.79,117.94,103.35,2018-01-01
"F","24",2018-11-01,65.85,66.29,65.58,2018-01-01
"G","24",2018-11-01,84.21,90.94,77.28,2018-01-01
"H","24",2018-11-01,135.09,137.25,127.85,2018-01-01
"J","24",2018-11-01,149.88,156.75,144.88,2018-01-01
"A","35",2018-11-01,58.81,58.11,50.11,2018-01-01
"B","35",2018-11-01,103.27,98.57,109.28,2018-01-01
"C","35",2018-11-01,86.41,84.22,88.82,2018-01-01
"D","35",2018-11-01,51.03,54.02,55.76,2018-01-01
"E","35",2018-11-01,77.87,83.61,83.21,2018-01-01
"F","35",2018-11-01,48.93,49.11,53,2018-01-01
"G","35",2018-11-01,78.15,73.13,73.56,2018-01-01
"H","35",2018-11-01,125.05,131.1,132.14,2018-01-01
"J","35",2018-11-01,114.93,122.47,107.5,2018-01-01
"A","46",2018-11-01,43.95,42.91,49.19,2018-01-01
"B","46",2018-11-01,74.72,76.14,74.12,2018-01-01
"C","46",2018-11-01,52.16,56.28,56.68,2018-01-01
"D","46",2018-11-01,51.48,59.26,50.28,2018-01-01
"E","46",2018-11-01,107.19,110.58,111.07,2018-01-01
"F","46",2018-11-01,104.26,108.96,104.34,2018-01-01
"G","46",2018-11-01,154.87,163.15,154.16,2018-01-01
"H","46",2018-11-01,64.99,64.54,58.41,2018-01-01
"J","46",2018-11-01,142.44,136.79,146.13,2018-01-01
"A","47",2018-11-01,40.55,49.4,41.54,2018-01-01
"B","47",2018-11-01,56.93,60.14,63.6,2018-01-01
"C","47",2018-11-01,82.46,90.08,85.86,2018-01-01
"D","47",2018-11-01,98.23,89.42,106.36,2018-01-01
"E","47",2018-11-01,74.44,73.8,68.03,2018-01-01
"F","47",2018-11-01,80.87,85.26,88.51,2018-01-01
"G","47",2018-11-01,35.89,33.73,38.21,2018-01-01
"H","47",2018-11-01,93.16,84.57,98.98,2018-01-01
"J","47",2018-11-01,146.19,141.84,147.95,2018-01-01
"A","48",2018-11-01,47.93,46.85,51.61,2018-01-01
"B","48",2018-11-01,106.56,101.39,106.29,2018-01-01
"C","48",2018-11-01,108.46,100.28,101.12,2018-01-01
"D","48",2018-11-01,50.92,47.04,57.71,2018-01-01
"E","48",2018-11-01,119.67,127.43,124.63,2018-01-01
"F","48",2018-11-01,65.17,70.56,68.09,2018-01-01
"G","48",2018-11-01,94.44,86.14,100.71,2018-01-01
"H","48",2018-11-01,96.13,101.4,94.56,2018-01-01
"J","48",2018-11-01,235.01,237.38,229.99,2018-01-01
"A","59",2018-11-01,54.15,50.65,45.71,2018-01-01
"B","59",2018-11-01,37.02,35.38,44.08,2018-01-01
"C","59",2018-11-01,81.09,83.79,73.9,2018-01-01
"D","59",2018-11-01,171.83,176,NA,2018-01-01
"E","59",2018-11-01,128.65,120.58,137.34,2018-01-01
"F","59",2018-11-01,77.39,76.77,NA,2018-01-01
"G","59",2018-11-01,44.82,47.13,48.71,2018-01-01
"H","59",2018-11-01,75.03,71.21,68.1,2018-01-01
"J","59",2018-11-01,104.16,108.46,106.87,2018-01-01
"A","10",2018-12-01,53.43,54.44,53.79,2018-01-01
"B","10",2018-12-01,78.95,80.46,76.26,2018-01-01
"C","10",2018-12-01,120.81,115.48,NA,2018-01-01
"D","10",2018-12-01,98.64,96.31,93.29,2018-01-01
"E","10",2018-12-01,95.34,97.49,102,2018-01-01
"F","10",2018-12-01,96.17,89.67,92.52,2018-01-01
"G","10",2018-12-01,197.39,194.9,195.6,2018-01-01
"H","10",2018-12-01,108.33,100.37,103.31,2018-01-01
"J","10",2018-12-01,103.83,97.57,99.96,2018-01-01
"A","11",2018-12-01,74.96,67.59,69.71,2018-01-01
"B","11",2018-12-01,77.76,80.07,76.76,2018-01-01
"C","11",2018-12-01,78.68,73.18,NA,2018-01-01
"D","11",2018-12-01,79.18,73.07,83.58,2018-01-01
"E","11",2018-12-01,106.4,104.84,102.12,2018-01-01
"F","11",2018-12-01,114.07,118.08,113.59,2018-01-01
"G","11",2018-12-01,96.39,93.82,96.48,2018-01-01
"H","11",2018-12-01,73,64.78,71.2,2018-01-01
"J","11",2018-12-01,152.96,159.18,158.28,2018-01-01
"A","12",2018-12-01,47.99,54.27,55.17,2018-01-01
"B","12",2018-12-01,142.28,134.9,149.64,2018-01-01
"C","12",2018-12-01,72.37,66.31,NA,2018-01-01
"D","12",2018-12-01,53.73,51.63,62.37,2018-01-01
"E","12",2018-12-01,89.33,91.7,89.59,2018-01-01
"F","12",2018-12-01,156.7,159.24,163.67,2018-01-01
"G","12",2018-12-01,115.79,115.75,123.03,2018-01-01
"H","12",2018-12-01,84.06,81.13,78.04,2018-01-01
"J","12",2018-12-01,162.87,156.9,165.65,2018-01-01
"A","13",2018-12-01,34.29,38.8,32.17,2018-01-01
"B","13",2018-12-01,53.36,47.73,55.2,2018-01-01
"C","13",2018-12-01,73.47,80.87,NA,2018-01-01
"D","13",2018-12-01,68.05,74.01,70.77,2018-01-01
"E","13",2018-12-01,151.32,152.42,146.05,2018-01-01
"F","13",2018-12-01,106.96,115.46,98.65,2018-01-01
"G","13",2018-12-01,79.94,74.95,84.59,2018-01-01
"H","13",2018-12-01,155.83,148.39,160.57,2018-01-01
"J","13",2018-12-01,73.96,75.6,80.01,2018-01-01
"A","24",2018-12-01,65.69,74.07,72.82,2018-01-01
"B","24",2018-12-01,67.18,67.79,74.57,2018-01-01
"C","24",2018-12-01,53.98,62.13,52.15,2018-01-01
"D","24",2018-12-01,75.63,67.4,71.97,2018-01-01
"E","24",2018-12-01,100.48,107.28,106.27,2018-01-01
"F","24",2018-12-01,58.6,64.66,49.97,2018-01-01
"G","24",2018-12-01,72.23,67.04,67.59,2018-01-01
"H","24",2018-12-01,156.2,163.34,151.4,2018-01-01
"J","24",2018-12-01,173.47,171.38,170.29,2018-01-01
"A","35",2018-12-01,62.23,68.54,55.61,2018-01-01
"B","35",2018-12-01,96.74,101.14,98.28,2018-01-01
"C","35",2018-12-01,75.97,82.84,74.5,2018-01-01
"D","35",2018-12-01,50.9,59.37,53.68,2018-01-01
"E","35",2018-12-01,73.52,69.04,79.37,2018-01-01
"F","35",2018-12-01,57.65,50.35,65.33,2018-01-01
"G","35",2018-12-01,74.24,65.49,82.14,2018-01-01
"H","35",2018-12-01,123.53,115.02,115.81,2018-01-01
"J","35",2018-12-01,106.49,107.72,115.27,2018-01-01
"A","46",2018-12-01,49.47,50.08,49.96,2018-01-01
"B","46",2018-12-01,71.39,71.62,65.22,2018-01-01
"C","46",2018-12-01,59.43,63.18,64.9,2018-01-01
"D","46",2018-12-01,54.19,57.91,51.73,2018-01-01
"E","46",2018-12-01,95.13,96.63,98.51,2018-01-01
"F","46",2018-12-01,100.35,107.35,96.71,2018-01-01
"G","46",2018-12-01,159.37,163.02,151.08,2018-01-01
"H","46",2018-12-01,57.76,53.53,65.99,2018-01-01
"J","46",2018-12-01,121.42,117.39,116.24,2018-01-01
"A","47",2018-12-01,35.79,31.04,40.43,2018-01-01
"B","47",2018-12-01,58.79,63.56,53.01,2018-01-01
"C","47",2018-12-01,90.62,83.16,85.1,2018-01-01
"D","47",2018-12-01,111.3,113.87,112.81,2018-01-01
"E","47",2018-12-01,70.48,72.51,62.76,2018-01-01
"F","47",2018-12-01,88.92,95.25,81.65,2018-01-01
"G","47",2018-12-01,31,22.41,25.8,2018-01-01
"H","47",2018-12-01,89.77,95.25,93.02,2018-01-01
"J","47",2018-12-01,165.01,172.09,157.05,2018-01-01
"A","48",2018-12-01,45.34,36.44,51.84,2018-01-01
"B","48",2018-12-01,91.39,94.02,86.95,2018-01-01
"C","48",2018-12-01,95.8,97.79,92.26,2018-01-01
"D","48",2018-12-01,51.33,44.34,56.76,2018-01-01
"E","48",2018-12-01,112.97,109.91,121.63,2018-01-01
"F","48",2018-12-01,77.84,80.15,82.66,2018-01-01
"G","48",2018-12-01,108.49,112.7,100.85,2018-01-01
"H","48",2018-12-01,92.39,92.98,86.17,2018-01-01
"J","48",2018-12-01,216.89,221.71,208.96,2018-01-01
"A","59",2018-12-01,57.84,62.44,56.09,2018-01-01
"B","59",2018-12-01,41.2,35.22,40.38,2018-01-01
"C","59",2018-12-01,79.9,71.56,77.08,2018-01-01
"D","59",2018-12-01,189.85,194.52,NA,2018-01-01
"E","59",2018-12-01,143.29,144.05,141.77,2018-01-01
"F","59",2018-12-01,67.29,58.99,NA,2018-01-01
"G","59",2018-12-01,52.15,56.81,51.21,2018-01-01
"H","59",2018-12-01,65.38,67.17,65.95,2018-01-01
"J","59",2018-12-01,112.94,121.1,119.19,2018-01-01
"A","10",2019-01-01,57.97,64.9,51.17,2018-01-01
"B","10",2019-01-01,92.77,91.03,99.87,2018-01-01
"C","10",2019-01-01,120.76,115.38,NA,2018-01-01
"D","10",2019-01-01,94.36,96.02,87.22,2018-01-01
"E","10",2019-01-01,84.24,82.79,82.93,2018-01-01
"F","10",2019-01-01,87.13,93.41,80.32,2018-01-01
"G","10",2019-01-01,183.96,177.23,190.17,2018-01-01
"H","10",2019-01-01,108.38,116.68,115.67,2018-01-01
"J","10",2019-01-01,111.51,108.93,107.07,2018-01-01
"A","11",2019-01-01,65.37,72.3,67.85,2018-01-01
"B","11",2019-01-01,87.7,94.52,93.64,2018-01-01
"C","11",2019-01-01,89.87,93.71,NA,2018-01-01
"D","11",2019-01-01,87.68,86.11,91.1,2018-01-01
"E","11",2019-01-01,118.42,122.96,111.92,2018-01-01
"F","11",2019-01-01,102.51,94.21,105.3,2018-01-01
"G","11",2019-01-01,105.47,113.91,110.17,2018-01-01
"H","11",2019-01-01,82.08,80.06,86.59,2018-01-01
"J","11",2019-01-01,175.71,171.84,176.54,2018-01-01
"A","12",2019-01-01,43.78,42.34,38.43,2018-01-01
"B","12",2019-01-01,164.07,157.95,160.32,2018-01-01
"C","12",2019-01-01,62.95,55.44,NA,2018-01-01
"D","12",2019-01-01,49.84,51.3,53.78,2018-01-01
"E","12",2019-01-01,101.22,94.17,100.88,2018-01-01
"F","12",2019-01-01,181.16,185.17,178.16,2018-01-01
"G","12",2019-01-01,98.61,106.78,106.36,2018-01-01
"H","12",2019-01-01,100.05,104.97,101.3,2018-01-01
"J","12",2019-01-01,173.33,174.24,172.49,2018-01-01
"A","13",2019-01-01,40.34,41.87,44.86,2018-01-01
"B","13",2019-01-01,52.44,44.27,45.6,2018-01-01
"C","13",2019-01-01,74.12,66.96,NA,2018-01-01
"D","13",2019-01-01,73.99,82.51,67.19,2018-01-01
"E","13",2019-01-01,171.35,163.15,176.48,2018-01-01
"F","13",2019-01-01,112.78,108.43,106.35,2018-01-01
"G","13",2019-01-01,82.62,82.1,82.98,2018-01-01
"H","13",2019-01-01,148.5,142.1,154.26,2018-01-01
"J","13",2019-01-01,77.58,76.1,69.3,2018-01-01
"A","24",2019-01-01,70.16,78.82,64.1,2018-01-01
"B","24",2019-01-01,78.72,69.95,76.37,2018-01-01
"C","24",2019-01-01,63.35,68.76,70.51,2018-01-01
"D","24",2019-01-01,78.63,81.64,80.57,2018-01-01
"E","24",2019-01-01,118.99,116.48,124.82,2018-01-01
"F","24",2019-01-01,65.57,61.85,56.72,2018-01-01
"G","24",2019-01-01,78.44,74.15,71.8,2018-01-01
"H","24",2019-01-01,169.52,162.78,165.78,2018-01-01
"J","24",2019-01-01,179.98,178.67,185.61,2018-01-01
"A","35",2019-01-01,61.91,59.73,59.86,2018-01-01
"B","35",2019-01-01,94.18,91.6,91.25,2018-01-01
"C","35",2019-01-01,69.37,75.45,69.6,2018-01-01
"D","35",2019-01-01,60.82,55.68,52.54,2018-01-01
"E","35",2019-01-01,79.23,71.19,82,2018-01-01
"F","35",2019-01-01,66.91,68.78,67.61,2018-01-01
"G","35",2019-01-01,63.98,66.96,55.94,2018-01-01
"H","35",2019-01-01,142.17,144.38,142.17,2018-01-01
"J","35",2019-01-01,101.31,101.97,101.57,2018-01-01
"A","46",2019-01-01,57.53,55.73,50.89,2018-01-01
"B","46",2019-01-01,82.16,78.68,83.1,2018-01-01
"C","46",2019-01-01,63.96,72.4,72.08,2018-01-01
"D","46",2019-01-01,51.85,51.25,55.82,2018-01-01
"E","46",2019-01-01,88.22,80.69,93.84,2018-01-01
"F","46",2019-01-01,92.5,93.82,101.14,2018-01-01
"G","46",2019-01-01,189.13,192.18,182.07,2018-01-01
"H","46",2019-01-01,66.1,57.8,71.62,2018-01-01
"J","46",2019-01-01,119.52,116.03,127.11,2018-01-01
"A","47",2019-01-01,38.84,34.87,34.47,2018-01-01
"B","47",2019-01-01,69.99,77.59,68.89,2018-01-01
"C","47",2019-01-01,79.13,75.95,74.06,2018-01-01
"D","47",2019-01-01,111.11,116.14,116.96,2018-01-01
"E","47",2019-01-01,62.73,59.8,66.64,2018-01-01
"F","47",2019-01-01,96.1,93.31,102.11,2018-01-01
"G","47",2019-01-01,34.25,42.28,27.21,2018-01-01
"H","47",2019-01-01,79.77,87.6,83.7,2018-01-01
"J","47",2019-01-01,156.77,165.05,154.62,2018-01-01
"A","48",2019-01-01,41.71,33.77,43.27,2018-01-01
"B","48",2019-01-01,93.13,85.61,101.91,2018-01-01
"C","48",2019-01-01,83.54,79.01,81.95,2018-01-01
"D","48",2019-01-01,48.84,56.8,51.87,2018-01-01
"E","48",2019-01-01,108.55,109.54,100.47,2018-01-01
"F","48",2019-01-01,88.98,91.42,82.25,2018-01-01
"G","48",2019-01-01,116.1,120.29,116.29,2018-01-01
"H","48",2019-01-01,99.02,107.39,105.55,2018-01-01
"J","48",2019-01-01,195.52,192.89,186.72,2018-01-01
"A","59",2019-01-01,62.57,61.71,70.61,2018-01-01
"B","59",2019-01-01,41.06,49.54,46.59,2018-01-01
"C","59",2019-01-01,75.47,70.22,68.31,2018-01-01
"D","59",2019-01-01,214.49,215.87,NA,2018-01-01
"E","59",2019-01-01,131.05,138.46,128.85,2018-01-01
"F","59",2019-01-01,79.75,76.04,NA,2018-01-01
"G","59",2019-01-01,44.73,45.23,52.67,2018-01-01
"H","59",2019-01-01,71.85,71.3,80.8,2018-01-01
"J","59",2019-01-01,121.79,124.46,127.82,2018-01-01
"A","10",2019-01-01,57.97,64.9,51.17,2019-01-01
"B","10",2019-01-01,92.77,91.03,99.87,2019-01-01
"C","10",2019-01-01,120.76,115.38,NA,2019-01-01
"D","10",2019-01-01,94.36,96.02,87.22,2019-01-01
"E","10",2019-01-01,84.24,82.79,82.93,2019-01-01
"F","10",2019-01-01,87.13,93.41,80.32,2019-01-01
"G","10",2019-01-01,183.96,177.23,190.17,2019-01-01
"H","10",2019-01-01,108.38,116.68,115.67,2019-01-01
"I","10",2019-01-01,109.62,103.92,111.16,2019-01-01
"A","11",2019-01-01,65.37,72.3,67.85,2019-01-01
"B","11",2019-01-01,87.7,94.52,93.64,2019-01-01
"C","11",2019-01-01,89.87,93.71,NA,2019-01-01
"D","11",2019-01-01,87.68,86.11,91.1,2019-01-01
"E","11",2019-01-01,118.42,122.96,111.92,2019-01-01
"F","11",2019-01-01,102.51,94.21,105.3,2019-01-01
"G","11",2019-01-01,105.47,113.91,110.17,2019-01-01
"H","11",2019-01-01,82.08,80.06,86.59,2019-01-01
"I","11",2019-01-01,83.04,88.73,88.74,2019-01-01
"A","12",2019-01-01,43.78,42.34,38.43,2019-01-01
"B","12",2019-01-01,164.07,157.95,160.32,2019-01-01
"C","12",2019-01-01,62.95,55.44,NA,2019-01-01
"D","12",2019-01-01,49.84,51.3,53.78,2019-01-01
"E","12",2019-01-01,101.22,94.17,100.88,2019-01-01
"F","12",2019-01-01,181.16,185.17,178.16,2019-01-01
"G","12",2019-01-01,98.61,106.78,106.36,2019-01-01
"H","12",2019-01-01,100.05,104.97,101.3,2019-01-01
"I","12",2019-01-01,96.96,92.37,104.15,2019-01-01
"A","13",2019-01-01,40.34,41.87,44.86,2019-01-01
"B","13",2019-01-01,52.44,44.27,45.6,2019-01-01
"C","13",2019-01-01,74.12,66.96,NA,2019-01-01
"D","13",2019-01-01,73.99,82.51,67.19,2019-01-01
"E","13",2019-01-01,171.35,163.15,176.48,2019-01-01
"F","13",2019-01-01,112.78,108.43,106.35,2019-01-01
"G","13",2019-01-01,82.62,82.1,82.98,2019-01-01
"H","13",2019-01-01,148.5,142.1,154.26,2019-01-01
"I","13",2019-01-01,136.89,137.66,142.84,2019-01-01
"A","24",2019-01-01,70.16,78.82,64.1,2019-01-01
"B","24",2019-01-01,78.72,69.95,76.37,2019-01-01
"C","24",2019-01-01,63.35,68.76,70.51,2019-01-01
"D","24",2019-01-01,78.63,81.64,80.57,2019-01-01
"E","24",2019-01-01,118.99,116.48,124.82,2019-01-01
"F","24",2019-01-01,65.57,61.85,56.72,2019-01-01
"G","24",2019-01-01,78.44,74.15,71.8,2019-01-01
"H","24",2019-01-01,169.52,162.78,165.78,2019-01-01
"I","24",2019-01-01,66.18,67.91,70.06,2019-01-01
"A","35",2019-01-01,61.91,59.73,59.86,2019-01-01
"B","35",2019-01-01,94.18,91.6,91.25,2019-01-01
"C","35",2019-01-01,69.37,75.45,69.6,2019-01-01
"D","35",2019-01-01,60.82,55.68,52.54,2019-01-01
"E","35",2019-01-01,79.23,71.19,82,2019-01-01
"F","35",2019-01-01,66.91,68.78,67.61,2019-01-01
"G","35",2019-01-01,63.98,66.96,55.94,2019-01-01
"H","35",2019-01-01,142.17,144.38,142.17,2019-01-01
"I","35",2019-01-01,206.02,208.89,204.22,2019-01-01
"A","46",2019-01-01,57.53,55.73,50.89,2019-01-01
"B","46",2019-01-01,82.16,78.68,83.1,2019-01-01
"C","46",2019-01-01,63.96,72.4,72.08,2019-01-01
"D","46",2019-01-01,51.85,51.25,55.82,2019-01-01
"E","46",2019-01-01,88.22,80.69,93.84,2019-01-01
"F","46",2019-01-01,92.5,93.82,101.14,2019-01-01
"G","46",2019-01-01,189.13,192.18,182.07,2019-01-01
"H","46",2019-01-01,66.1,57.8,71.62,2019-01-01
"I","46",2019-01-01,135.18,136.49,143.04,2019-01-01
"A","47",2019-01-01,38.84,34.87,34.47,2019-01-01
"B","47",2019-01-01,69.99,77.59,68.89,2019-01-01
"C","47",2019-01-01,79.13,75.95,74.06,2019-01-01
"D","47",2019-01-01,111.11,116.14,116.96,2019-01-01
"E","47",2019-01-01,62.73,59.8,66.64,2019-01-01
"F","47",2019-01-01,96.1,93.31,102.11,2019-01-01
"G","47",2019-01-01,34.25,42.28,27.21,2019-01-01
"H","47",2019-01-01,79.77,87.6,83.7,2019-01-01
"I","47",2019-01-01,139.41,137.43,133.05,2019-01-01
"A","48",2019-01-01,41.71,33.77,43.27,2019-01-01
"B","48",2019-01-01,93.13,85.61,101.91,2019-01-01
"C","48",2019-01-01,83.54,79.01,81.95,2019-01-01
"D","48",2019-01-01,48.84,56.8,51.87,2019-01-01
"E","48",2019-01-01,108.55,109.54,100.47,2019-01-01
"F","48",2019-01-01,88.98,91.42,82.25,2019-01-01
"G","48",2019-01-01,116.1,120.29,116.29,2019-01-01
"H","48",2019-01-01,99.02,107.39,105.55,2019-01-01
"I","48",2019-01-01,192.41,186.05,193.36,2019-01-01
"A","59",2019-01-01,62.57,61.71,70.61,2019-01-01
"B","59",2019-01-01,41.06,49.54,46.59,2019-01-01
"C","59",2019-01-01,75.47,70.22,68.31,2019-01-01
"D","59",2019-01-01,214.49,215.87,NA,2019-01-01
"E","59",2019-01-01,131.05,138.46,128.85,2019-01-01
"F","59",2019-01-01,79.75,76.04,NA,2019-01-01
"G","59",2019-01-01,44.73,45.23,52.67,2019-01-01
"H","59",2019-01-01,71.85,71.3,80.8,2019-01-01
"I","59",2019-01-01,91.21,90.84,85.9,2019-01-01
"A","10",2019-02-01,66.8,72.54,62.86,2019-01-01
"B","10",2019-02-01,93.12,99.84,91.76,2019-01-01
"C","10",2019-02-01,130.53,131.58,NA,2019-01-01
"D","10",2019-02-01,88.09,96.05,82.85,2019-01-01
"E","10",2019-02-01,75.3,77.49,70.4,2019-01-01
"F","10",2019-02-01,102.3,101.08,106.08,2019-01-01
"G","10",2019-02-01,212.24,204.48,205.63,2019-01-01
"H","10",2019-02-01,95.42,96.1,89.2,2019-01-01
"I","10",2019-02-01,98.59,106.65,104.18,2019-01-01
"A","11",2019-02-01,56.39,57.39,62.21,2019-01-01
"B","11",2019-02-01,86.88,84.43,94.04,2019-01-01
"C","11",2019-02-01,92.53,96.44,NA,2019-01-01
"D","11",2019-02-01,98.26,95.39,97.29,2019-01-01
"E","11",2019-02-01,118.29,119.48,117.3,2019-01-01
"F","11",2019-02-01,100.55,105.63,94.34,2019-01-01
"G","11",2019-02-01,109.37,101.07,107,2019-01-01
"H","11",2019-02-01,97.53,98.54,106.01,2019-01-01
"I","11",2019-02-01,86.57,87.57,90.53,2019-01-01
"A","12",2019-02-01,38.57,31.77,33.6,2019-01-01
"B","12",2019-02-01,190.77,193.64,189.7,2019-01-01
"C","12",2019-02-01,54.39,47.2,NA,2019-01-01
"D","12",2019-02-01,45.12,51.62,53.2,2019-01-01
"E","12",2019-02-01,108.2,114.05,105.96,2019-01-01
"F","12",2019-02-01,162.95,164.8,160.8,2019-01-01
"G","12",2019-02-01,92.03,93.54,83.42,2019-01-01
"H","12",2019-02-01,115.55,123.11,124.14,2019-01-01
"I","12",2019-02-01,90.4,91.88,83.37,2019-01-01
"A","13",2019-02-01,39.02,45.77,39.02,2019-01-01
"B","13",2019-02-01,52.82,58.17,47.38,2019-01-01
"C","13",2019-02-01,78.73,81.55,NA,2019-01-01
"D","13",2019-02-01,75.46,82.56,73.28,2019-01-01
"E","13",2019-02-01,148.76,150.5,154.84,2019-01-01
"F","13",2019-02-01,107.92,106.78,107.96,2019-01-01
"G","13",2019-02-01,91.24,88.11,93.4,2019-01-01
"H","13",2019-02-01,169.25,171.24,161.03,2019-01-01
"I","13",2019-02-01,144.23,140.83,151.83,2019-01-01
"A","24",2019-02-01,62.23,56.51,61.82,2019-01-01
"B","24",2019-02-01,73.05,71.19,73.14,2019-01-01
"C","24",2019-02-01,58.86,60.02,61.88,2019-01-01
"D","24",2019-02-01,82.91,82.57,82.19,2019-01-01
"E","24",2019-02-01,131.03,139.98,139.58,2019-01-01
"F","24",2019-02-01,59.28,59.44,57.58,2019-01-01
"G","24",2019-02-01,92.93,92.53,101.24,2019-01-01
"H","24",2019-02-01,153.35,153.33,150.96,2019-01-01
"I","24",2019-02-01,61.64,68.94,56.62,2019-01-01
"A","35",2019-02-01,71.59,64.25,72.38,2019-01-01
"B","35",2019-02-01,111.14,112.74,103.61,2019-01-01
"C","35",2019-02-01,73.57,72.74,69.08,2019-01-01
"D","35",2019-02-01,57.84,50.12,55.25,2019-01-01
"E","35",2019-02-01,91.72,85.59,99.63,2019-01-01
"F","35",2019-02-01,57.07,48.39,62.6,2019-01-01
"G","35",2019-02-01,74.17,68.79,73.87,2019-01-01
"H","35",2019-02-01,129.74,136.28,131.4,2019-01-01
"I","35",2019-02-01,228.16,228.64,230.59,2019-01-01
"A","46",2019-02-01,64.89,66.7,67.24,2019-01-01
"B","46",2019-02-01,72.4,67.19,72.06,2019-01-01
"C","46",2019-02-01,73.12,79.73,81.42,2019-01-01
"D","46",2019-02-01,50.9,56.81,49.76,2019-01-01
"E","46",2019-02-01,85.02,90.68,80.85,2019-01-01
"F","46",2019-02-01,108.9,111.25,114.22,2019-01-01
"G","46",2019-02-01,174.92,175.75,166.98,2019-01-01
"H","46",2019-02-01,71.65,72.32,72.39,2019-01-01
"I","46",2019-02-01,131.59,132.91,138.05,2019-01-01
"A","47",2019-02-01,37.61,45.06,41.21,2019-01-01
"B","47",2019-02-01,76.78,71.05,85.12,2019-01-01
"C","47",2019-02-01,89.19,97.65,86.23,2019-01-01
"D","47",2019-02-01,114.44,118.9,120.89,2019-01-01
"E","47",2019-02-01,73.38,75.64,77.73,2019-01-01
"F","47",2019-02-01,88.26,83.38,79.32,2019-01-01
"G","47",2019-02-01,31.03,27.55,23.48,2019-01-01
"H","47",2019-02-01,89.74,95.05,87.94,2019-01-01
"I","47",2019-02-01,122.62,129.78,128.13,2019-01-01
"A","48",2019-02-01,45.34,49.08,42.96,2019-01-01
"B","48",2019-02-01,85.51,81.74,77.02,2019-01-01
"C","48",2019-02-01,94.84,97.88,86.29,2019-01-01
"D","48",2019-02-01,55.06,52.75,48.59,2019-01-01
"E","48",2019-02-01,101.7,94.81,103.94,2019-01-01
"F","48",2019-02-01,92.85,100.23,85.91,2019-01-01
"G","48",2019-02-01,136.69,128.2,135.37,2019-01-01
"H","48",2019-02-01,106.65,106.75,111.56,2019-01-01
"I","48",2019-02-01,217.73,217.99,224.62,2019-01-01
"A","59",2019-02-01,66.3,71.14,57.69,2019-01-01
"B","59",2019-02-01,38.81,30.01,32.24,2019-01-01
"C","59",2019-02-01,89.59,92.96,80.65,2019-01-01
"D","59",2019-02-01,236.93,244.57,NA,2019-01-01
"E","59",2019-02-01,128.49,130.2,125.33,2019-01-01
"F","59",2019-02-01,81.01,81.52,NA,2019-01-01
"G","59",2019-02-01,39.04,41.44,31.78,2019-01-01
"H","59",2019-02-01,78.03,80.09,72.23,2019-01-01
"I","59",2019-02-01,79.89,79.7,83.62,2019-01-01
"A","10",2019-03-01,79.76,70.79,86.54,2019-01-01
"B","10",2019-03-01,92.07,85.87,85.93,2019-01-01
"C","10",2019-03-01,126.3,129.8,NA,2019-01-01
"D","10",2019-03-01,104.61,98.52,102.03,2019-01-01
"E","10",2019-03-01,88.27,82.52,94.42,2019-01-01
"F","10",2019-03-01,97.66,92.06,97.01,2019-01-01
"G","10",2019-03-01,213.54,209.41,210.9,2019-01-01
