"","ea","period","price1","price2","price3","basket"
"1075","59D","201812",197.28,197.15,204.46,"2018"
"1076","59E","201812",127.27,124.47,117.52,"2018"
"1077","59F","201812",73.4,71.9,63.87,"2018"
"1078","59G","201812",56.65,55.67,51.36,"2018"
"1079","59H","201812",91.43,79.89,81.35,"2018"
"1080","59J","201812",104.89,105.59,101.57,"2018"
"1081","10A","201901",78.47,75.73,74.9,"2018"
"1082","10B","201901",123.8,123.22,112.88,"2018"
"1083","10C","201901",127.24,128.69,127.13,"2018"
"1084","10D","201901",98.12,103.91,112.24,"2018"
"1085","10E","201901",100.13,103.93,97.52,"2018"
"1086","10F","201901",107.48,115.28,108.75,"2018"
"1087","10G","201901",171.66,172.5,181.37,"2018"
"1088","10H","201901",106.34,107.49,115.15,"2018"
"1089","10J","201901",146.76,138.98,143.56,"2018"
"1090","11A","201901",81.29,85.76,80.38,"2018"
"1091","11B","201901",84.27,81.63,84.66,"2018"
"1092","11C","201901",87.1,90.01,88.39,"2018"
"1093","11D","201901",86.72,83.44,84.18,"2018"
"1094","11E","201901",124.33,114.09,121.09,"2018"
"1095","11F","201901",93.56,93.74,97.49,"2018"
"1096","11G","201901",109.45,106.88,112.58,"2018"
"1097","11H","201901",97.73,91.87,95.9,"2018"
"1098","11J","201901",136.85,128.92,128.69,"2018"
"1099","12A","201901",43.36,42.68,44.45,"2018"
"1100","12B","201901",159.04,158.2,156.56,"2018"
"1101","12C","201901",64.29,65.86,62.28,"2018"
"1102","12D","201901",56.52,51.79,52.61,"2018"
"1103","12E","201901",90.42,88.55,87.63,"2018"
"1104","12F","201901",159.15,160.42,163.2,"2018"
"1105","12G","201901",88.18,91.32,91.31,"2018"
"1106","12H","201901",83.17,82.49,82.06,"2018"
"1107","12J","201901",161.89,159.94,166.83,"2018"
"1108","13A","201901",41.18,41.76,39.54,"2018"
"1109","13B","201901",67.79,69.57,70.06,"2018"
"1110","13C","201901",89.29,98.9,93.71,"2018"
"1111","13D","201901",70.59,79.56,78.6,"2018"
"1112","13E","201901",142.46,139.73,137.59,"2018"
"1113","13F","201901",108.52,111.25,108.77,"2018"
"1114","13G","201901",97.71,99.68,97.32,"2018"
"1115","13H","201901",145.2,144.9,154.36,"2018"
"1116","13J","201901",66.05,65.28,65.48,"2018"
"1117","24A","201901",61.36,57.49,59.11,"2018"
"1118","24B","201901",68.06,64.85,68.52,"2018"
"1119","24C","201901",54.01,58.88,62.02,"2018"
"1120","24D","201901",69.48,73.88,77.01,"2018"
"1121","24E","201901",105.34,112.26,116.69,"2018"
"1122","24F","201901",54.78,52.26,63.77,"2018"
"1123","24G","201901",85.96,98.27,85.31,"2018"
"1124","24H","201901",104.76,105.03,104.1,"2018"
"1125","24J","201901",159.15,145.83,141.91,"2018"
"1126","35A","201901",76.61,78.45,76.7,"2018"
"1127","35B","201901",127.64,115.14,127.7,"2018"
"1128","35C","201901",119.7,118.13,127.68,"2018"
"1129","35D","201901",68.41,74.69,67.56,"2018"
"1130","35E","201901",133.04,139.69,142.1,"2018"
"1131","35F","201901",95.78,101.16,92.58,"2018"
"1132","35G","201901",109.1,126.74,132.71,"2018"
"1133","35H","201901",189.56,218.51,188.24,"2018"
"1134","35J","201901",164.77,178.42,172.47,"2018"
"1135","46A","201901",50.87,54.75,52.41,"2018"
"1136","46B","201901",69.05,72.42,69.83,"2018"
"1137","46C","201901",58.51,59.39,54.22,"2018"
"1138","46D","201901",50.84,60.27,56.99,"2018"
"1139","46E","201901",96.89,94.37,102.11,"2018"
"1140","46F","201901",96.62,102.14,94.58,"2018"
"1141","46G","201901",196.86,184.54,208.06,"2018"
"1142","46H","201901",79.02,71.46,78.77,"2018"
"1143","46J","201901",127.64,162.09,132.6,"2018"
"1144","47A","201901",44,37.14,44.9,"2018"
"1145","47B","201901",61.27,62.85,64.03,"2018"
"1146","47C","201901",112.25,103.94,106.15,"2018"
"1147","47D","201901",83.18,85.55,90.04,"2018"
"1148","47E","201901",84.88,80.76,78.75,"2018"
"1149","47F","201901",71.04,66.1,72.95,"2018"
"1150","47G","201901",43.56,37.56,43.9,"2018"
"1151","47H","201901",90.37,82.71,91.39,"2018"
"1152","47J","201901",166.2,177.3,173.65,"2018"
"1153","48A","201901",53.56,43.54,46.64,"2018"
"1154","48B","201901",99.68,95.26,97.38,"2018"
"1155","48C","201901",96.98,103.97,102.94,"2018"
"1156","48D","201901",63.53,70.97,59.44,"2018"
"1157","48E","201901",121.91,120.89,122.52,"2018"
"1158","48F","201901",90.61,101.17,102.17,"2018"
"1159","48G","201901",147.4,164.88,128.04,"2018"
"1160","48H","201901",120.26,116.17,109.88,"2018"
"1161","48J","201901",307.66,297.41,318.66,"2018"
"1162","59A","201901",55.96,47.48,51.06,"2018"
"1163","59B","201901",41.76,38.07,NA,"2018"
"1164","59C","201901",86.03,84.73,91.47,"2018"
"1165","59D","201901",186.77,199.48,213.57,"2018"
"1166","59E","201901",127.62,119.17,111.38,"2018"
"1167","59F","201901",68.45,73.01,74.16,"2018"
"1168","59G","201901",49,54.19,57.74,"2018"
"1169","59H","201901",81.2,71.39,81.59,"2018"
"1170","59J","201901",111.8,100.8,106.47,"2018"
"1171","10A","201901",78.47,75.73,74.9,"2019"
"1172","10B","201901",123.8,123.22,112.88,"2019"
"1173","10C","201901",127.24,128.69,127.13,"2019"
"1174","10D","201901",98.12,103.91,112.24,"2019"
"1175","10E","201901",100.13,103.93,97.52,"2019"
"1176","10F","201901",107.48,115.28,108.75,"2019"
"1177","10G","201901",171.66,172.5,181.37,"2019"
"1178","10H","201901",106.34,107.49,115.15,"2019"
"1179","10I","201901",95.24,96.61,90.51,"2019"
"1180","11A","201901",81.29,85.76,80.38,"2019"
"1181","11B","201901",84.27,81.63,84.66,"2019"
"1182","11C","201901",87.1,90.01,88.39,"2019"
"1183","11D","201901",86.72,83.44,84.18,"2019"
"1184","11E","201901",124.33,114.09,121.09,"2019"
"1185","11F","201901",93.56,93.74,97.49,"2019"
"1186","11G","201901",109.45,106.88,112.58,"2019"
"1187","11H","201901",97.73,91.87,95.9,"2019"
"1188","11I","201901",95.82,95.67,97.92,"2019"
"1189","12A","201901",43.36,42.68,44.45,"2019"
"1190","12B","201901",159.04,158.2,156.56,"2019"
"1191","12C","201901",64.29,65.86,62.28,"2019"
"1192","12D","201901",56.52,51.79,52.61,"2019"
"1193","12E","201901",90.42,88.55,87.63,"2019"
"1194","12F","201901",159.15,160.42,163.2,"2019"
"1195","12G","201901",88.18,91.32,91.31,"2019"
"1196","12H","201901",83.17,82.49,82.06,"2019"
"1197","12I","201901",82.83,89.04,81.83,"2019"
"1198","13A","201901",41.18,41.76,39.54,"2019"
"1199","13B","201901",67.79,69.57,70.06,"2019"
"1200","13C","201901",89.29,98.9,93.71,"2019"
"1201","13D","201901",70.59,79.56,78.6,"2019"
"1202","13E","201901",142.46,139.73,137.59,"2019"
"1203","13F","201901",108.52,111.25,108.77,"2019"
"1204","13G","201901",97.71,99.68,97.32,"2019"
"1205","13H","201901",145.2,144.9,154.36,"2019"
"1206","13I","201901",156.02,151.53,154.31,"2019"
"1207","24A","201901",61.36,57.49,59.11,"2019"
"1208","24B","201901",68.06,64.85,68.52,"2019"
"1209","24C","201901",54.01,58.88,62.02,"2019"
"1210","24D","201901",69.48,73.88,77.01,"2019"
"1211","24E","201901",105.34,112.26,116.69,"2019"
"1212","24F","201901",54.78,52.26,63.77,"2019"
"1213","24G","201901",85.96,98.27,85.31,"2019"
"1214","24H","201901",104.76,105.03,104.1,"2019"
"1215","24I","201901",51.29,50.49,54.39,"2019"
"1216","35A","201901",76.61,78.45,76.7,"2019"
"1217","35B","201901",127.64,115.14,127.7,"2019"
"1218","35C","201901",119.7,118.13,127.68,"2019"
"1219","35D","201901",68.41,74.69,67.56,"2019"
"1220","35E","201901",133.04,139.69,142.1,"2019"
"1221","35F","201901",95.78,101.16,92.58,"2019"
"1222","35G","201901",109.1,126.74,132.71,"2019"
"1223","35H","201901",189.56,218.51,188.24,"2019"
"1224","35I","201901",308.34,305.48,286.16,"2019"
"1225","46A","201901",50.87,54.75,52.41,"2019"
"1226","46B","201901",69.05,72.42,69.83,"2019"
"1227","46C","201901",58.51,59.39,54.22,"2019"
"1228","46D","201901",50.84,60.27,56.99,"2019"
"1229","46E","201901",96.89,94.37,102.11,"2019"
"1230","46F","201901",96.62,102.14,94.58,"2019"
"1231","46G","201901",196.86,184.54,208.06,"2019"
"1232","46H","201901",79.02,71.46,78.77,"2019"
"1233","46I","201901",124.76,121.6,121.17,"2019"
"1234","47A","201901",44,37.14,44.9,"2019"
"1235","47B","201901",61.27,62.85,64.03,"2019"
"1236","47C","201901",112.25,103.94,106.15,"2019"
"1237","47D","201901",83.18,85.55,90.04,"2019"
"1238","47E","201901",84.88,80.76,78.75,"2019"
"1239","47F","201901",71.04,66.1,72.95,"2019"
"1240","47G","201901",43.56,37.56,43.9,"2019"
"1241","47H","201901",90.37,82.71,91.39,"2019"
"1242","47I","201901",114.13,110.29,112.19,"2019"
"1243","48A","201901",53.56,43.54,46.64,"2019"
"1244","48B","201901",99.68,95.26,97.38,"2019"
"1245","48C","201901",96.98,103.97,102.94,"2019"
"1246","48D","201901",63.53,70.97,59.44,"2019"
"1247","48E","201901",121.91,120.89,122.52,"2019"
"1248","48F","201901",90.61,101.17,102.17,"2019"
"1249","48G","201901",147.4,164.88,128.04,"2019"
"1250","48H","201901",120.26,116.17,109.88,"2019"
"1251","48I","201901",248.37,242.44,255.21,"2019"
"1252","59A","201901",55.96,47.48,51.06,"2019"
"1253","59B","201901",41.76,38.07,NA,"2019"
"1254","59C","201901",86.03,84.73,91.47,"2019"
"1255","59D","201901",186.77,199.48,213.57,"2019"
"1256","59E","201901",127.62,119.17,111.38,"2019"
"1257","59F","201901",68.45,73.01,74.16,"2019"
"1258","59G","201901",49,54.19,57.74,"2019"
"1259","59H","201901",81.2,71.39,81.59,"2019"
"1260","59I","201901",81.49,79.77,81.39,"2019"
"1261","10A","201902",60.05,62.54,58.55,"2019"
"1262","10B","201902",98.96,100.11,100.65,"2019"
"1263","10C","201902",118.68,122.03,122.28,"2019"
"1264","10D","201902",98,98.02,97.14,"2019"
"1265","10E","201902",90.28,89.17,89.49,"2019"
"1266","10F","201902",107.68,104.18,102.71,"2019"
"1267","10G","201902",167.35,157.95,161.69,"2019"
"1268","10H","201902",105.81,99.06,101.82,"2019"
"1269","10I","201902",82.93,83.62,88.59,"2019"
"1270","11A","201902",72.42,75.7,79.73,"2019"
"1271","11B","201902",96.1,96.54,93.87,"2019"
"1272","11C","201902",82.73,78.73,82.44,"2019"
"1273","11D","201902",81.09,79.81,81,"2019"
"1274","11E","201902",112.91,110.87,111.38,"2019"
"1275","11F","201902",94.54,90.94,94.15,"2019"
"1276","11G","201902",108.51,98.68,104.79,"2019"
"1277","11H","201902",94.7,94.58,91.74,"2019"
"1278","11I","201902",93.65,91.35,97.02,"2019"
"1279","12A","201902",43.58,42.99,39.32,"2019"
"1280","12B","201902",154.81,153.12,151.71,"2019"
"1281","12C","201902",61.75,62.04,63.44,"2019"
"1282","12D","201902",51.79,50.9,49.98,"2019"
"1283","12E","201902",88.62,83.32,84.77,"2019"
"1284","12F","201902",146.11,147.81,150.38,"2019"
"1285","12G","201902",90.98,89.24,86.06,"2019"
"1286","12H","201902",73.1,74.52,74.05,"2019"
"1287","12I","201902",81.67,78.53,83.09,"2019"
"1288","13A","201902",34.06,36.66,35.57,"2019"
"1289","13B","201902",57.54,58.02,54.37,"2019"
"1290","13C","201902",80.11,73.2,75.35,"2019"
"1291","13D","201902",65.35,62.71,64.55,"2019"
"1292","13E","201902",119.01,117.87,114.61,"2019"
"1293","13F","201902",100.18,93.67,95.1,"2019"
"1294","13G","201902",95.24,94.75,89.57,"2019"
"1295","13H","201902",120.16,118.33,120.33,"2019"
"1296","13I","201902",133.06,143.06,131.97,"2019"
"1297","24A","201902",54.17,55.21,59.92,"2019"
"1298","24B","201902",73.08,76.39,76.15,"2019"
"1299","24C","201902",55.73,62.11,68.04,"2019"
"1300","24D","201902",64.56,66.52,68.83,"2019"
"1301","24E","201902",121.69,113.43,119.52,"2019"
"1302","24F","201902",52.36,64.22,72.6,"2019"
"1303","24G","201902",83.51,93.4,86.68,"2019"
"1304","24H","201902",106.98,114.07,94.86,"2019"
"1305","24I","201902",49.93,55.25,48.73,"2019"
"1306","35A","201902",52.36,51.25,54.3,"2019"
"1307","35B","201902",82.91,82.52,77.16,"2019"
"1308","35C","201902",79.83,77.71,83.41,"2019"
"1309","35D","201902",45.63,47.6,42.57,"2019"
"1310","35E","201902",94.53,98.65,103.72,"2019"
"1311","35F","201902",66.78,66.04,63.36,"2019"
"1312","35G","201902",76.76,76.22,88.16,"2019"
"1313","35H","201902",126.99,139.19,136.34,"2019"
"1314","35I","201902",202.9,202.63,217.8,"2019"
"1315","46A","201902",50.54,49.17,51.21,"2019"
"1316","46B","201902",70.81,69.34,69.29,"2019"
"1317","46C","201902",56.64,56.11,50.23,"2019"
"1318","46D","201902",49.45,48.21,44.37,"2019"
"1319","46E","201902",95.05,92.74,84.92,"2019"
"1320","46F","201902",104.15,101.51,94.94,"2019"
"1321","46G","201902",164.45,173.58,201.65,"2019"
"1322","46H","201902",73.57,76.6,92.15,"2019"
"1323","46I","201902",140.37,129.42,145.26,"2019"
"1324","47A","201902",30.38,33.89,34.75,"2019"
"1325","47B","201902",52.12,57.38,56.22,"2019"
"1326","47C","201902",100.99,89.74,87.51,"2019"
"1327","47D","201902",89.97,83.61,83.5,"2019"
"1328","47E","201902",67.26,67.01,59.65,"2019"
"1329","47F","201902",54.03,62.49,53.07,"2019"
"1330","47G","201902",34.88,33.82,34.32,"2019"
"1331","47H","201902",80.15,70.79,71.04,"2019"
"1332","47I","201902",90.35,95.08,88.8,"2019"
"1333","48A","201902",51.33,58.4,55.73,"2019"
"1334","48B","201902",99.92,94.57,119.08,"2019"
"1335","48C","201902",113.14,122.54,107.7,"2019"
"1336","48D","201902",68.21,75.22,69.39,"2019"
"1337","48E","201902",138.96,146.33,155.96,"2019"
"1338","48F","201902",118.1,98.75,107.56,"2019"
"1339","48G","201902",144.14,160.38,151.04,"2019"
"1340","48H","201902",109.92,116.65,125.86,"2019"
"1341","48I","201902",271.27,296.11,252.47,"2019"
"1342","59A","201902",64.99,65.43,62.01,"2019"
"1343","59B","201902",50.04,50.25,NA,"2019"
"1344","59C","201902",119.15,115.15,114.23,"2019"
"1345","59D","201902",272.12,252.64,234.68,"2019"
"1346","59E","201902",124.98,137.21,141.29,"2019"
"1347","59F","201902",82.88,76.62,89.46,"2019"
"1348","59G","201902",63.59,64.83,62.32,"2019"
"1349","59H","201902",94.16,89.17,97.22,"2019"
"1350","59I","201902",92.92,96.29,85.72,"2019"
"1351","10A","201903",78.92,75.93,78.46,"2019"
"1352","10B","201903",129.67,124.6,130.58,"2019"
"1353","10C","201903",152.48,153.02,157.1,"2019"
"1354","10D","201903",130.57,129.05,131.37,"2019"
"1355","10E","201903",106.86,104.1,103.18,"2019"
"1356","10F","201903",128.57,128.72,126.68,"2019"
"1357","10G","201903",206.41,199.76,197.14,"2019"
"1358","10H","201903",124.32,120.38,130.43,"2019"
"1359","10I","201903",109.29,112.11,111.63,"2019"
"1360","11A","201903",93.59,96.17,89.45,"2019"
"1361","11B","201903",110.97,116.78,108.84,"2019"
"1362","11C","201903",96.63,94.15,99.78,"2019"
"1363","11D","201903",109.31,98.14,99.61,"2019"
"1364","11E","201903",134.12,132.8,131.73,"2019"
"1365","11F","201903",101.71,107.18,108.39,"2019"
"1366","11G","201903",124.56,129.2,122.73,"2019"
"1367","11H","201903",99.31,105.22,103.33,"2019"
"1368","11I","201903",118.83,115.53,120.09,"2019"
"1369","12A","201903",49.84,47.18,48.9,"2019"
"1370","12B","201903",193.19,182.22,192.95,"2019"
"1371","12C","201903",73.87,74.09,69.95,"2019"
"1372","12D","201903",55.34,55,53.43,"2019"
"1373","12E","201903",98.73,101.2,97.27,"2019"
"1374","12F","201903",176.37,177.19,177.76,"2019"
"1375","12G","201903",107.7,99.52,101.05,"2019"
"1376","12H","201903",86.05,89.85,84.98,"2019"
"1377","12I","201903",98.26,91.33,94.75,"2019"
"1378","13A","201903",46.04,48.72,49.05,"2019"
"1379","13B","201903",66.9,66.48,68.87,"2019"
"1380","13C","201903",96.59,98.71,98.4,"2019"
"1381","13D","201903",78.72,80.94,77.57,"2019"
"1382","13E","201903",149.63,145.1,153.46,"2019"
"1383","13F","201903",117.31,113.93,116.12,"2019"
"1384","13G","201903",107.85,102.64,111.46,"2019"
"1385","13H","201903",167.71,176.07,167.82,"2019"
"1386","13I","201903",173.05,175.63,171.48,"2019"
"1387","24A","201903",60.56,54.27,59.66,"2019"
"1388","24B","201903",72.45,80.34,74.75,"2019"
"1389","24C","201903",62.94,59.79,58.68,"2019"
"1390","24D","201903",68.95,74.74,70.48,"2019"
"1391","24E","201903",135.16,129.4,127.3,"2019"
"1392","24F","201903",59.17,64.12,60.89,"2019"
"1393","24G","201903",92.18,93.84,94.03,"2019"
"1394","24H","201903",120.15,109.18,99.54,"2019"
"1395","24I","201903",54.73,51.41,49.49,"2019"
"1396","35A","201903",77.48,73.7,71.75,"2019"
"1397","35B","201903",100.76,93.29,99.99,"2019"
"1398","35C","201903",106.45,102.91,103.65,"2019"
"1399","35D","201903",57.28,57.77,51.81,"2019"
"1400","35E","201903",130.47,120.58,140.49,"2019"
"1401","35F","201903",80.31,93.5,79.95,"2019"
"1402","35G","201903",100.01,98.77,103.78,"2019"
"1403","35H","201903",160.23,177.87,156.71,"2019"
"1404","35I","201903",289.17,283.41,252.72,"2019"
"1405","46A","201903",71.93,71.34,68.6,"2019"
"1406","46B","201903",92.87,89.8,92.4,"2019"
"1407","46C","201903",97.15,85.56,83.87,"2019"
"1408","46D","201903",81.05,74.13,79.56,"2019"
"1409","46E","201903",125.79,100.31,130.35,"2019"
"1410","46F","201903",144.54,120.93,149.85,"2019"
"1411","46G","201903",263.7,247.65,283.26,"2019"
"1412","46H","201903",100.35,101.16,101.37,"2019"
"1413","46I","201903",180.42,188.31,174.32,"2019"
"1414","47A","201903",40.49,42.83,38.47,"2019"
"1415","47B","201903",70.62,76.75,77.17,"2019"
"1416","47C","201903",119.91,118.23,117.3,"2019"
"1417","47D","201903",117.35,104.84,102.39,"2019"
"1418","47E","201903",76.97,81.13,96.13,"2019"
"1419","47F","201903",77.75,82.56,80.71,"2019"
"1420","47G","201903",50.57,38.76,44.55,"2019"
"1421","47H","201903",107.15,102.44,99.33,"2019"
"1422","47I","201903",118.76,125.08,131.9,"2019"
"1423","48A","201903",43.09,38.75,42.09,"2019"
"1424","48B","201903",94.64,112.1,87.99,"2019"
"1425","48C","201903",85.49,93.09,88.75,"2019"
"1426","48D","201903",65.16,63.96,66.05,"2019"
"1427","48E","201903",138.66,135.46,127.53,"2019"
"1428","48F","201903",98.74,94.97,90.73,"2019"
"1429","48G","201903",175.6,163.27,143.89,"2019"
"1430","48H","201903",100.66,99.81,118.37,"2019"
"1431","48I","201903",229.33,277.64,301.77,"2019"
"1432","59A","201903",59.19,58.26,61.46,"2019"
"1433","59B","201903",44.52,45,NA,"2019"
"1434","59C","201903",108.71,103.44,111,"2019"
"1435","59D","201903",243.44,277.39,257,"2019"
"1436","59E","201903",126.72,138.89,136.96,"2019"
"1437","59F","201903",75.48,82.32,79.09,"2019"
"1438","59G","201903",53.48,55.65,54.35,"2019"
"1439","59H","201903",92.27,86.43,90.58,"2019"
"1440","59I","201903",80.91,86.54,85.64,"2019"
"1441","10A","201904",65.38,62.73,64.76,"2019"
"1442","10B","201904",118.4,116.62,118.31,"2019"
"1443","10C","201904",144.27,147.45,131.47,"2019"
"1444","10D","201904",104.79,103.08,102.22,"2019"
"1445","10E","201904",95.78,97.99,99.14,"2019"
"1446","10F","201904",103.08,108.51,113.43,"2019"
"1447","10G","201904",164.96,154.69,166.76,"2019"
"1448","10H","201904",109.61,108.73,109.27,"2019"
"1449","10I","201904",89.28,92.04,94.76,"2019"
"1450","11A","201904",89.15,87.65,86.61,"2019"
"1451","11B","201904",105.67,103.6,112.39,"2019"
"1452","11C","201904",79.33,81.73,86.95,"2019"
"1453","11D","201904",102.22,91.69,91.99,"2019"
"1454","11E","201904",131.57,128.63,126.07,"2019"
"1455","11F","201904",89.31,87.4,89.94,"2019"
"1456","11G","201904",110.8,102.61,107.17,"2019"
"1457","11H","201904",108.8,106.89,104.2,"2019"
"1458","11I","201904",113.33,116.1,107.84,"2019"
"1459","12A","201904",40.38,38.02,37.74,"2019"
"1460","12B","201904",195.86,205.48,212.69,"2019"
"1461","12C","201904",63.15,61.22,64.93,"2019"
"1462","12D","201904",52.09,53.07,50,"2019"
"1463","12E","201904",93.35,94.62,90.82,"2019"
"1464","12F","201904",168.63,167.36,160.77,"2019"
"1465","12G","201904",87.36,94.79,93.94,"2019"
"1466","12H","201904",77.62,82.78,78.16,"2019"
"1467","12I","201904",82.54,88.6,82.59,"2019"
"1468","13A","201904",38.74,40.24,38.37,"2019"
"1469","13B","201904",62.62,62.39,60.68,"2019"
"1470","13C","201904",84.76,91.19,89.45,"2019"
"1471","13D","201904",67.02,69.43,68.43,"2019"
"1472","13E","201904",129.36,128.57,125.93,"2019"
"1473","13F","201904",103.29,105.12,105.84,"2019"
"1474","13G","201904",99.1,98.72,99.16,"2019"
"1475","13H","201904",149.27,147.92,151.3,"2019"
"1476","13I","201904",156.01,164.61,163.37,"2019"
"1477","24A","201904",59.53,56.9,55.4,"2019"
"1478","24B","201904",74.01,73.31,71.92,"2019"
"1479","24C","201904",64.08,59.78,62.06,"2019"
"1480","24D","201904",63.36,73.91,65.42,"2019"
"1481","24E","201904",102.52,117.36,105.71,"2019"
"1482","24F","201904",56.7,57.61,57.58,"2019"
"1483","24G","201904",76.01,79.3,84.37,"2019"
"1484","24H","201904",102.13,116.34,102.63,"2019"
"1485","24I","201904",45.71,47.14,45.76,"2019"
"1486","35A","201904",68.6,64.47,67.69,"2019"
"1487","35B","201904",95.92,101.38,96.63,"2019"
"1488","35C","201904",95.08,100.02,104.01,"2019"
"1489","35D","201904",53.01,52.89,55.17,"2019"
"1490","35E","201904",115.9,113.66,114.52,"2019"
"1491","35F","201904",69.01,70.49,69.24,"2019"
"1492","35G","201904",87.89,95.17,102.44,"2019"
"1493","35H","201904",151.58,151.91,147.09,"2019"
"1494","35I","201904",267.81,258.59,246.98,"2019"
"1495","46A","201904",56.95,55.82,60.19,"2019"
"1496","46B","201904",89.81,86.94,86.16,"2019"
"1497","46C","201904",75.94,68.1,79.33,"2019"
"1498","46D","201904",60.13,74.41,74.59,"2019"
"1499","46E","201904",104.19,113.14,91.86,"2019"
"1500","46F","201904",127.05,122.88,118.75,"2019"
"1501","46G","201904",225.37,215.95,231.8,"2019"
"1502","46H","201904",86.56,85.85,82.94,"2019"
"1503","46I","201904",142.84,166.98,176.85,"2019"
"1504","47A","201904",49.88,51.9,49.29,"2019"
"1505","47B","201904",98.7,86.14,95.99,"2019"
"1506","47C","201904",147.13,140.67,154.26,"2019"
"1507","47D","201904",146.43,120.18,143.45,"2019"
"1508","47E","201904",112.84,109.1,120.44,"2019"
"1509","47F","201904",101.13,100.53,108.04,"2019"
"1510","47G","201904",48.1,47.55,54.36,"2019"
"1511","47H","201904",117,113.17,111.68,"2019"
"1512","47I","201904",142.5,141.52,151.83,"2019"
"1513","48A","201904",33.2,32.44,31.2,"2019"
"1514","48B","201904",78.12,71.95,67.85,"2019"
"1515","48C","201904",60.19,66.9,62.85,"2019"
"1516","48D","201904",44.11,48.64,45.95,"2019"
"1517","48E","201904",90.75,101.34,93.55,"2019"
"1518","48F","201904",77.36,84.82,84.09,"2019"
"1519","48G","201904",121.21,123.03,128.59,"2019"
"1520","48H","201904",84.74,80.91,84.83,"2019"
"1521","48I","201904",233.21,203.81,188.1,"2019"
"1522","59A","201904",57.83,63.86,59.36,"2019"
"1523","59B","201904",45.75,46.17,NA,"2019"
"1524","59C","201904",114.07,111.31,112.83,"2019"
"1525","59D","201904",279.94,272.47,290.09,"2019"
"1526","59E","201904",157.34,162.72,148.28,"2019"
"1527","59F","201904",81.63,84.62,91.39,"2019"
"1528","59G","201904",57.71,55.97,54.9,"2019"
"1529","59H","201904",89.66,95.56,94.78,"2019"
"1530","59I","201904",74.55,77.8,80.28,"2019"
"1531","10A","201905",65.19,68.46,64.37,"2019"
"1532","10B","201905",128.16,127.98,128.51,"2019"
"1533","10C","201905",139.31,138,135.21,"2019"
"1534","10D","201905",109.92,113.8,111.61,"2019"
"1535","10E","201905",86.29,88.71,84.03,"2019"
"1536","10F","201905",116.27,112.74,114.77,"2019"
"1537","10G","201905",173.69,165.43,163.4,"2019"
"1538","10H","201905",110.02,106.69,110.96,"2019"
"1539","10I","201905",87.91,89.74,84.22,"2019"
"1540","11A","201905",82.67,88.43,86.2,"2019"
"1541","11B","201905",109.49,113.53,105.29,"2019"
"1542","11C","201905",79.16,87.53,80.63,"2019"
"1543","11D","201905",92.91,90.21,95.21,"2019"
"1544","11E","201905",129.81,127.96,128.84,"2019"
"1545","11F","201905",84.07,85.66,87.89,"2019"
"1546","11G","201905",113.32,118.69,116.44,"2019"
"1547","11H","201905",101.91,107.31,96.21,"2019"
"1548","11I","201905",111.25,113.12,111.53,"2019"
"1549","12A","201905",42.38,42.46,42.4,"2019"
"1550","12B","201905",210.88,200.66,199.48,"2019"
"1551","12C","201905",69.5,71.17,69.38,"2019"
"1552","12D","201905",47.73,47.18,49.92,"2019"
"1553","12E","201905",91.88,99.7,95.32,"2019"
"1554","12F","201905",171.63,165.03,166.46,"2019"
"1555","12G","201905",102.11,96.5,97.83,"2019"
"1556","12H","201905",85.06,84.93,85.22,"2019"
"1557","12I","201905",90.22,88.37,84.24,"2019"
"1558","13A","201905",35.03,35.55,36.9,"2019"
"1559","13B","201905",66.15,64.17,61.34,"2019"
"1560","13C","201905",87.54,94.01,94.48,"2019"
"1561","13D","201905",68.17,69.4,68.37,"2019"
"1562","13E","201905",124.39,132.43,128.82,"2019"
"1563","13F","201905",105.65,106.44,107.64,"2019"
"1564","13G","201905",92.38,96.39,94.79,"2019"
"1565","13H","201905",140.71,144.47,149.83,"2019"
"1566","13I","201905",153.38,149.7,146.45,"2019"
"1567","24A","201905",69.1,72.27,59.64,"2019"
"1568","24B","201905",91.57,92.43,90.29,"2019"
"1569","24C","201905",74.87,71.56,75.55,"2019"
"1570","24D","201905",81.5,87.6,81.49,"2019"
"1571","24E","201905",153.12,150.95,142.03,"2019"
"1572","24F","201905",68.38,69.11,65.68,"2019"
"1573","24G","201905",107.39,100.94,107.83,"2019"
"1574","24H","201905",125.38,132.96,115.88,"2019"
"1575","24I","201905",61.33,59,66.54,"2019"
"1576","35A","201905",84.18,80.04,83.14,"2019"
"1577","35B","201905",113.64,113.35,113.84,"2019"
"1578","35C","201905",115.16,129.88,128.46,"2019"
"1579","35D","201905",60.2,71.78,68.38,"2019"
"1580","35E","201905",163.51,161.65,152.16,"2019"
"1581","35F","201905",98.82,100.01,87.79,"2019"
"1582","35G","201905",123.94,131.19,122.86,"2019"
"1583","35H","201905",229.89,204.06,213.59,"2019"
"1584","35I","201905",341.16,311.55,308.61,"2019"
"1585","46A","201905",61.21,60.69,62.45,"2019"
"1586","46B","201905",80.03,74.1,73.98,"2019"
"1587","46C","201905",89.43,82.93,82.7,"2019"
"1588","46D","201905",80.23,69.15,75.65,"2019"
"1589","46E","201905",108.99,127.01,101.49,"2019"
"1590","46F","201905",133.17,143.17,129.44,"2019"
"1591","46G","201905",301.24,298.67,279.43,"2019"
"1592","46H","201905",87.65,110.7,94.46,"2019"
"1593","46I","201905",184.26,180.61,171.05,"2019"
